city_development_index,relevent_experience,education_level,experience,last_new_job,training_hours,gender_Female,gender_Male,gender_Other,enrolled_university_Full time course,enrolled_university_No Enrollment,enrolled_university_Part time course,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_size_Large,company_size_Medium,company_size_Small,company_size_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,training_per_experience,target
0.893,1,4,5,2,4.189654742026425,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,10.833333333333329,0.0
0.92,0,3,3,1,3.58351893845611,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.75,0.0
0.855,0,3,9,3,2.70805020110221,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1.4,0.0
0.92,1,4,2,1,1.6094379124341003,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1.333333333333333,0.0
0.92,1,3,15,5,2.5649493574615367,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.75,0.0
0.92,1,3,21,2,4.6913478822291435,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,4.909090909090907,0.0
0.92,0,3,21,1,4.919980925828125,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6.181818181818183,0.0
0.92,1,3,5,1,3.332204510175204,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,4.499999999999999,0.0
0.7959999999999999,1,4,4,1,4.31748811353631,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,14.799999999999994,0.0
0.884,1,3,15,1,4.465908118654584,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,5.375,0.0
0.866,0,3,0,2,4.430816798843313,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,82.99999999999999,0.0
0.92,0,2,4,3,4.330733340286331,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,15.0,0.0
0.698,0,4,11,2,3.7612001156935624,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,3.5,0.0
0.92,1,3,6,1,5.808142489980444,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,47.42857142857143,0.0
0.91,0,2,3,0,5.209486152841421,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,45.50000000000002,0.0
0.92,0,3,3,1,2.6390573296152584,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3.249999999999999,1.0
0.682,1,3,5,2,5.153291594497779,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,28.666666666666675,1.0
0.92,1,3,10,1,3.8918202981106265,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,4.363636363636363,0.0
0.802,1,3,9,1,3.5263605246161616,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.3000000000000007,0.0
0.92,0,2,2,1,4.962844630259907,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,47.333333333333314,0.0
0.579,0,3,2,1,3.5553480614894135,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,11.33333333333333,0.0
0.802,1,3,6,2,2.70805020110221,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,1.0
0.55,1,3,6,2,3.332204510175204,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.8571428571428568,1.0
0.55,1,3,8,1,3.2188758248682006,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.666666666666666,1.0
0.878,0,4,21,1,5.017279836814924,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6.818181818181818,0.0
0.92,1,3,11,5,3.044522437723423,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1.6666666666666667,0.0
0.92,1,3,5,1,4.948759890378168,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,23.33333333333334,0.0
0.91,1,3,12,1,3.970291913552122,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,4.000000000000001,0.0
0.939,1,3,21,2,5.081404364984463,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,7.272727272727274,0.0
0.897,1,4,9,2,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.3,0.0
0.624,1,3,2,2,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.6666666666666669,1.0
0.91,1,3,21,5,3.367295829986474,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1.272727272727273,0.0
0.754,1,3,21,4,3.8501476017100584,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2.0909090909090904,0.0
0.855,1,3,8,1,5.351858133476067,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,23.333333333333336,0.0
0.926,1,3,10,1,3.6109179126442243,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.272727272727272,0.0
0.949,0,3,4,1,5.081404364984463,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,32.00000000000001,1.0
0.624,1,3,2,2,4.624972813284271,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,33.66666666666665,0.0
0.926,1,4,6,1,3.8501476017100584,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,6.57142857142857,0.0
0.925,1,3,21,5,2.995732273553991,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.8636363636363634,0.0
0.624,1,3,3,2,3.295836866004329,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,6.5,1.0
0.698,1,3,7,1,4.51085950651685,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,11.249999999999996,0.0
0.8959999999999999,1,3,9,4,4.0943445622221,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,5.899999999999999,0.0
0.92,1,3,10,1,5.564520407322694,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,23.63636363636364,0.0
0.624,1,3,11,5,4.31748811353631,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.166666666666664,0.0
0.91,1,5,21,2,3.044522437723423,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.9090909090909091,1.0
0.878,1,3,12,2,2.1972245773362196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.6153846153846155,0.0
0.92,1,3,6,1,4.882801922586371,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,18.71428571428571,0.0
0.836,1,4,7,1,3.828641396489095,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,5.625,0.0
0.693,1,3,11,2,4.700480365792417,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,9.083333333333337,0.0
0.855,1,3,3,1,4.2626798770413155,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.5,0.0
0.92,1,3,21,5,2.8903717578961645,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.7727272727272726,0.0
0.92,0,4,15,1,3.9512437185814275,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.1875000000000004,0.0
0.92,1,3,6,3,4.110873864173311,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,8.571428571428573,1.0
0.893,0,5,21,5,1.6094379124341003,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.18181818181818177,0.0
0.926,0,3,12,5,2.0794415416798357,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5384615384615383,0.0
0.804,1,4,21,3,5.10594547390058,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,7.454545454545452,0.0
0.6659999999999999,1,3,20,4,5.673323267171493,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,13.809523809523816,0.0
0.804,0,2,2,0,4.983606621708336,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,48.333333333333336,0.0
0.92,0,4,3,1,4.897839799950911,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,33.24999999999999,1.0
0.55,0,3,2,1,3.044522437723423,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6.666666666666667,0.0
0.92,1,3,10,1,4.343805421853684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,6.90909090909091,0.0
0.698,0,4,5,4,3.091042453358316,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.5000000000000004,1.0
0.624,1,3,8,2,3.5553480614894135,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,3.777777777777777,0.0
0.92,0,3,9,2,2.772588722239781,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.4999999999999998,0.0
0.866,0,3,21,5,5.056245805348308,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,7.090909090909088,0.0
0.92,1,3,21,5,2.772588722239781,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.6818181818181818,0.0
0.926,1,4,21,0,4.795790545596741,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,5.454545454545456,0.0
0.769,1,3,14,5,3.871201010907891,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.1333333333333337,0.0
0.754,1,3,12,2,4.61512051684126,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,7.692307692307694,1.0
0.855,1,3,6,0,4.634728988229636,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,14.571428571428573,0.0
0.92,0,2,4,0,3.970291913552122,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,10.400000000000002,0.0
0.926,1,2,9,4,3.6888794541139363,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,3.9,0.0
0.92,1,2,4,1,4.727387818712341,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,22.400000000000006,1.0
0.92,0,5,21,5,2.70805020110221,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.6363636363636364,0.0
0.91,1,4,21,5,4.02535169073515,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.500000000000001,0.0
0.624,1,3,6,4,3.912023005428146,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,6.999999999999999,1.0
0.91,1,3,15,5,4.290459441148391,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,4.499999999999999,0.0
0.925,1,3,14,3,4.955827057601261,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,9.400000000000002,1.0
0.926,0,2,6,0,3.367295829986474,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,4.000000000000001,0.0
0.92,1,3,13,1,1.9459101490553132,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.4285714285714285,0.0
0.92,1,3,17,1,4.836281906951478,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6.944444444444445,0.0
0.939,1,3,21,0,5.7899601708972535,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,14.818181818181818,0.0
0.92,1,3,21,2,3.5263605246161616,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1.5000000000000002,0.0
0.804,0,4,6,5,3.713572066704308,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,5.714285714285715,0.0
0.92,1,3,18,1,5.293304824724492,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,10.421052631578945,1.0
0.92,1,4,15,5,4.02535169073515,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.4375000000000013,0.0
0.698,0,3,21,5,3.4965075614664802,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1.4545454545454546,0.0
0.92,1,3,21,5,2.4849066497880004,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5,0.0
0.754,1,3,21,1,3.7376696182833684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.863636363636364,0.0
0.92,1,4,21,5,4.477336814478207,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,3.954545454545456,1.0
0.855,1,4,10,4,4.74493212836325,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,10.363636363636365,0.0
0.698,1,4,5,1,2.772588722239781,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2.4999999999999996,0.0
0.91,0,2,3,1,2.1972245773362196,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2.0000000000000004,0.0
0.878,1,2,2,1,3.1354942159291497,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,7.333333333333333,0.0
0.92,1,4,21,4,2.6390573296152584,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.5909090909090907,0.0
0.949,1,3,21,1,5.5093883366279774,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,11.181818181818185,0.0
0.92,1,4,9,1,3.1354942159291497,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.2,0.0
